Volume (m3)	Temperature (C)
0.000213	451.655217
0.000000	486.217918
0.000962	439.252156
0.000976	447.761351
0.000793	345.572317
0.000185	307.372838
0.000149	306.976003
0.000259	364.027331
0.000616	487.690590
0.000944	317.706901
0.000454	494.174728
0.000282	405.482064
0.000012	338.053166
0.000103	333.845005
0.000868	362.603839
0.000146	498.384197
0.000701	389.705199
0.000647	467.517937
0.000208	393.699664
0.000384	331.536300
0.000794	430.556004
0.000773	323.002932
0.000782	460.465640
0.000510	311.963743
0.000257	490.084244
0.000600	326.929958
0.000565	387.528080
0.000354	380.703948
0.000161	317.272136
0.000523	403.394330
0.000155	380.592146
0.000905	496.389001
0.000701	336.873339
0.000934	424.593035
0.000526	335.505293
0.000275	314.355944
0.000231	444.020236
0.000312	453.900540
0.000366	317.976250
0.000995	458.845883
0.000153	403.300157
0.000832	393.268162
0.000274	344.753400
0.000913	327.116169
0.000472	482.949116
0.000986	437.698536
0.000087	464.920717
0.000604	429.748477
0.000038	429.522874
0.000294	381.423920
0.000485	438.299601
0.000169	330.374831
0.000609	428.419013
0.000505	456.962275
0.000786	450.674483
0.000141	375.473519
0.000344	336.946038
0.000145	381.504130
0.000488	379.198751
0.000470	344.420355
0.000841	487.336305
0.000533	479.640548
0.000817	445.687313
0.000755	447.339535
0.000039	386.098884
0.000104	354.656679
0.000290	472.054524
0.000545	492.988668
0.000122	439.169254
0.000606	322.703989
0.000660	329.498598
0.000361	343.620031
0.000267	438.899975
0.000889	483.681669
0.000375	415.273886
0.000674	361.389816
0.000324	304.281117
0.000809	342.687172
0.000089	358.582030
0.000341	363.605378
0.000501	447.341059
0.000132	373.782191
0.000966	449.544513
0.000409	409.491924
0.000971	437.548697
0.000637	361.899180
0.000461	393.418517
0.000252	477.522609
0.000178	485.138675
0.000589	385.387068
0.000160	338.568937
0.000402	489.361055
0.000638	490.995731
0.000701	480.752420
0.000448	491.864430
0.000275	335.472242
0.000067	325.217981
0.000519	446.067421
0.000556	474.993397
0.000809	348.885553
0.000608	384.703419
0.000507	462.416683
0.000542	430.652342
0.000454	463.117534
0.000271	399.918834
0.000829	446.058201
0.000473	432.601440
0.000644	350.749863
0.000597	316.422228
0.000136	426.559761
0.000249	386.505940
0.000329	342.285614
0.000055	482.371075
0.000721	432.033986
0.000791	358.902659
0.000978	345.076385
0.000099	359.570995
0.000699	385.335891
0.000136	324.529818
0.000316	319.570075
0.000413	302.719632
0.000026	357.488314
0.000619	477.953553
0.000501	301.187736
0.000345	438.803358
0.000008	369.541340
0.000688	356.083088
0.000350	492.058131
0.000982	363.438554
0.000817	478.424200
0.000437	445.354229
0.000573	481.461225
0.000971	332.490377
0.000935	499.306773
0.000538	356.207148
0.000918	338.031478
0.000761	397.465474
0.000979	418.956244
0.000419	328.596751
0.000185	310.916003
0.000887	408.408445
0.000974	387.998193
0.000854	337.558041
0.000048	414.227807
0.000202	490.158150
0.000831	334.883667
0.000323	403.499865
0.000888	385.124639
0.000132	469.430320
0.000954	474.952906
0.000231	463.968006
0.000054	378.597106
0.000594	342.758035
0.000906	328.254799
0.000829	380.024175
0.000925	426.348149
0.000411	343.462693
0.000562	423.946016
0.000662	333.516425
0.000158	357.001891
0.000863	444.371282
0.000407	419.711332
0.000802	422.609595
0.000183	487.217349
0.000988	355.540810
0.000860	417.947057
0.000824	467.751887
0.000406	492.050447
0.000069	325.230322
0.000611	440.738635
0.000991	426.705431
0.000437	478.775998
0.000159	417.147031
0.000887	487.532661
0.000164	404.782505
0.000002	378.289746
0.000864	341.251537
0.000974	302.155965
0.000722	440.840670
0.000721	406.228293
0.000550	473.267515
0.000602	454.174022
0.000106	472.300439
0.000689	315.283331
0.000826	362.176952
0.000788	352.091875
0.000100	478.101807
0.000916	469.156788
0.000362	420.912984
0.000325	333.154952
0.000957	466.377637
0.000091	401.683195
0.000754	484.278672
0.000376	432.347693
0.000089	442.494323
0.000979	407.991328
0.000677	362.982961
0.000829	475.052128
0.000963	305.411280
0.000631	389.712253
0.000028	483.690482
0.000496	404.910861
0.000184	344.401225
0.000614	305.449770
0.000378	455.942807
0.000633	493.997031
0.000847	339.072112
0.000751	485.511741
0.000375	349.154046
0.000688	409.771846
0.000053	413.296474
0.000805	395.922014
0.000725	345.157205
0.000036	492.756323
0.000502	386.707222
0.000928	365.327219
0.000248	354.419431
0.000921	328.240433
0.000152	364.935568
0.000230	449.241333
0.000836	461.544338
0.000782	490.492213
0.000700	369.960374
0.000848	321.703537
0.000130	358.662309
0.000161	421.036201
0.000202	439.726392
0.000532	479.157649
0.000877	397.596850
0.000588	423.832112
0.000326	374.278631
0.000686	378.092982
0.000075	484.365816
0.000287	396.121333
0.000593	403.812451
0.000173	433.552280
0.000211	400.778873
0.000891	346.876949
0.000878	354.643775
0.000186	353.226093
0.000302	462.489651
0.000349	413.745802
0.000177	361.965790
0.000180	485.409818
0.000781	340.960591
0.000676	411.654806
0.000540	475.642978
0.000621	483.105507
0.000262	324.981862
0.000312	464.499597
0.000854	440.507372
0.000059	388.822392
0.000336	456.701635
0.000942	412.189720
0.000130	358.899426
0.000756	499.243842
0.000067	492.862696
0.000948	419.373446
0.000654	435.169899
0.000103	351.362710
0.000400	360.431127
0.000570	342.349114
0.000632	436.738385
0.000270	424.363296
0.000740	315.336675
0.000374	346.219634
0.000773	383.846904
0.000743	449.170063
0.000944	313.559050
0.000098	345.335858
0.000319	410.555842
0.000001	478.458477
0.000498	303.024499
0.000968	488.854581
0.000024	499.948296
0.000500	424.859826
0.000416	333.680608
0.000827	393.921464
0.000719	367.534584
0.000042	431.346481
0.000765	456.927759
0.000183	402.069967
0.000596	430.071204
0.000600	319.218695
0.000847	455.148408
0.000859	360.342509
0.000153	401.126007
0.000735	352.720052
0.000864	318.252362
0.000949	493.690941
0.000383	415.920137
0.000093	448.971921
0.000199	348.076477
0.000361	489.692003
0.000924	436.647284
0.000439	308.949433
0.000377	490.300130
0.000475	310.308142
0.000085	482.330116
0.000478	347.842727
0.000771	453.216515
0.000150	415.828813
0.000304	408.533392
0.000985	406.342222
0.000396	489.965529
0.000664	343.483036
0.000772	374.420576
0.000614	420.778971
0.000178	438.242707
0.000020	418.022766
0.000198	352.263249
0.000549	385.650156
0.000310	478.264805
0.000202	450.952635
0.000499	376.227079
0.000609	319.794376
0.000808	326.438609
0.000615	427.740304
0.000406	484.587858
0.000471	463.427762
0.000007	320.079320
0.000437	374.169365
0.000160	375.978039
0.000469	480.268428
0.000816	311.670527
0.000547	423.676398
0.000041	414.661006
0.000280	431.362912
0.000053	413.537675
0.000352	314.986756
0.000140	451.456580
0.000360	395.467623
0.000202	458.313871
0.000291	366.183257
0.000750	435.664820
0.000790	366.710214
0.000994	393.788134
0.000877	362.450253
0.000207	439.742005
0.000210	408.732584
0.000943	303.183480
0.000667	372.420250
0.000090	343.474611
0.000489	418.558788
0.000154	465.482559
0.000876	394.039287
0.000885	396.417647
0.000659	463.989131
0.000027	366.568675
0.000958	339.936758
0.000646	402.528720
0.000090	422.764771
0.000282	423.250279
0.000767	306.493939
0.000196	334.469722
0.000025	439.636573
0.000132	346.212142
0.000349	350.960818
0.000690	381.778645
0.000096	474.705018
0.000499	483.978107
0.000132	360.826002
0.000627	328.810335
0.000544	311.403332
0.000604	373.079705
0.000805	330.781622
0.000522	329.428655
0.000101	361.704293
0.000678	400.350507
0.000819	319.915366
0.000376	312.058573
0.000000	360.749294
0.000016	428.137915
0.000260	349.875559
0.000943	359.770318
0.000401	440.267854
0.000150	337.385743
0.000305	483.427586
0.000166	355.521641
0.000374	403.247312
0.000664	377.216045
0.000732	332.736335
0.000135	376.945237
0.000248	314.942240
0.000976	365.226328
0.000704	404.002659
0.000428	423.456748
0.000144	346.671724
0.000459	399.468615
0.000600	365.737733
0.000754	467.158111
0.000186	318.995047
0.000823	449.020423
0.000229	330.015451
0.000906	492.945003
0.000954	457.597496
0.000502	366.797074
0.000332	312.050406
0.000195	340.666983
0.000079	485.805806
0.000164	491.411101
0.000633	471.455880
0.000758	447.964037
0.000486	475.632933
0.000267	425.040735
0.000622	469.864858
0.000840	403.861557
0.000198	352.354626
0.000787	374.636524
0.000538	406.089345
0.000509	459.837566
0.000557	352.971550
0.000319	482.674600
0.000411	358.325038
0.000904	365.905430
0.000866	415.002644
0.000923	455.079383
0.000564	400.157920
0.000186	485.219255
0.000677	455.919920
0.000357	448.466418
0.000180	483.449960
0.000413	327.602923
0.000801	463.392301
0.000251	348.811753
0.000665	320.025490
0.000177	376.408090
0.000432	318.673146
0.000096	366.505947
0.000301	485.976153
0.000720	417.821019
0.000384	432.068789
0.000438	468.504396
0.000009	406.373319
0.000173	389.982377
0.000083	382.298673
0.000655	335.126589
0.000435	492.092228
0.000642	473.354603
0.000518	442.429788
0.000132	476.681713
0.000429	439.718349
0.000993	489.383874
0.000381	493.051112
0.000839	368.482116
0.000049	333.649163
0.000180	429.337639
0.000703	375.884766
0.000298	399.801824
0.000423	335.039113
0.000534	329.647352
0.000772	453.583864
0.000238	430.154705
0.000626	492.322111
0.000718	350.002581
0.000219	309.936204
0.000489	491.746072
0.000886	412.606004
0.001000	484.111381
0.000787	313.296955
0.000163	314.021439
0.000627	358.661830
0.000326	417.099289
0.000600	412.345188
0.000749	407.488985
0.000863	367.624995
0.000062	339.045456
0.000607	448.255733
0.000415	309.213372
0.000414	498.596854
0.000373	389.840300
0.000243	464.254362
0.000508	482.355875
0.000978	368.182767
0.000458	357.515462
0.000976	489.822889
0.000044	451.885690
0.000552	477.563528
0.000875	369.722207
0.000299	315.801689
0.000063	383.154135
0.000594	319.033864
0.000191	344.482259
0.000296	388.669272
0.000235	324.884754
0.000631	347.094659
0.000038	327.516081
0.000449	437.461419
0.000214	323.934950
0.000388	376.792396
0.000034	409.433523
0.000945	352.525524
0.000459	376.625750
0.000791	319.545759
0.000107	417.569265
0.000760	320.267934
0.000973	331.267022
0.000092	338.845286
0.000376	348.818169
0.000516	492.239620
0.000004	443.828040
0.000947	402.153697
0.000452	347.595827
0.000983	426.297213
0.000233	387.827279
0.000367	447.551114
0.000263	372.103882
0.000013	444.701485
0.000070	492.456180
0.000378	306.560928
0.000560	327.649869
0.000236	368.527932
0.000591	310.192142
0.000894	338.802664
0.000651	311.716852
0.000504	300.288992
0.000644	336.373448
0.000759	457.041844
0.000329	483.561613
0.000548	398.910958
0.000762	423.489425
0.000151	391.495174
0.000916	351.005191
0.000736	427.060015
0.000909	320.456016
0.000609	409.971727
0.000626	321.602740
0.000358	352.721524
0.000886	424.511884
0.000264	362.803286
0.000105	485.989526
0.000325	357.498079
0.000525	439.454355
0.000181	315.078933
0.000541	358.198860
0.000293	301.913257
0.000965	325.584642
0.000351	450.256960
0.000433	377.720380
0.000845	306.189087
0.000340	467.378761
0.000652	370.149544
0.000527	376.256070
0.000067	325.319907
0.000303	348.340091
0.000494	383.275847
0.000668	301.433696
0.000996	387.280691
0.000635	346.610103
0.000771	392.683078
0.000259	440.495432
0.000199	354.482627
0.000239	447.068512
0.000519	498.524523
0.000619	490.320929
0.000100	342.115818
0.000406	498.191715
0.000971	489.110595
0.000651	468.700693
0.000783	401.084505
0.000080	358.936194
0.000481	493.911207
0.000067	325.856546
0.000435	373.358247
0.000546	306.008660
0.000857	372.805406
0.000392	402.860496
0.000829	476.722518
0.000259	476.276584
0.000051	485.697215
0.000914	381.555931
0.000709	366.634226
0.000684	379.361584
0.000760	353.201246
0.000031	440.269793
0.000620	495.931793
0.000517	391.961862
0.000571	474.942477
0.000580	351.388858
0.000210	493.829463
0.000827	423.145984
0.000318	483.973590
0.000443	441.397228
0.000184	350.168688
0.000264	385.853904
0.000073	340.533923
0.000750	340.993605
0.000391	430.818266
0.000623	379.276190
0.000146	438.064552
0.000372	328.586683
0.000148	453.185085
0.000356	323.781142
0.000482	498.120644
0.000566	376.121004
0.000570	392.869425
0.000801	472.718319
0.000817	414.422008
0.000506	367.037447
0.000503	324.342332
0.000706	356.902294
0.000536	464.939677
0.000907	432.143750
0.000949	373.187005
0.000599	436.067021
0.000726	453.589867
0.000427	365.716720
0.000009	393.748998
0.000531	430.381123
0.000215	366.424608
0.000183	469.952950
0.000954	440.831725
0.000744	374.301414
0.000245	458.623141
0.000106	344.906053
0.000999	461.558260
0.000664	356.559125
0.000470	469.690026
0.000067	325.453577
0.000509	324.090040
0.000553	365.000803
0.000313	331.852094
0.000362	489.624241
0.000749	485.732266
0.000802	429.915429
0.000601	483.112969
0.000296	346.411823
0.000677	409.588634
0.000400	434.759768
0.000547	436.346878
0.000646	393.306759
0.000689	479.943116
0.000656	312.419882
0.000209	444.807812
0.000955	306.512659
0.000478	340.075597
0.000462	448.057831
0.000481	333.058865
0.000150	406.558806
0.000116	377.127188
0.000684	446.811905
0.000856	379.126149
0.000145	487.198564
0.000443	464.036121
0.000017	388.256815
0.000092	425.721642
0.000680	357.846505
0.000943	343.683587
0.000464	384.603448
0.000959	476.664131
0.000499	375.751734
0.000784	456.987515
0.000668	314.744388
0.000375	462.154465
0.000068	368.442413
0.000647	384.485047
0.000443	375.291420
0.000150	371.121027
0.000072	486.833964
0.000768	360.556405
0.000178	379.776251
0.000215	349.579248
0.000573	339.176396
0.000636	312.545951
0.000220	422.657971
0.000447	424.304089
0.000709	367.163172
0.000018	321.229636
0.000557	339.650272
0.000548	406.701890
0.000010	349.577866
0.000452	385.590944
0.000336	364.997287
0.000347	430.334081
0.000436	345.036931
0.000386	489.225604
0.000628	404.126511
0.000707	482.064659
0.000240	317.319937
0.000693	427.950363
0.000195	371.880981
0.000438	495.919100
0.000654	322.664019
0.000195	458.728972
0.000775	372.756717
0.000065	362.394069
0.000031	405.251429
0.000998	327.776231
0.000694	489.477752
0.000948	498.241344
0.000888	481.813515
0.000962	357.522504
0.000101	380.379303
0.000901	406.818695
0.000530	426.885120
0.000819	437.823733
0.000751	337.037329
0.000888	376.559082
0.000813	326.365363
0.000223	303.001640
0.000152	375.186322
0.000763	479.313944
0.000968	368.731128
0.000905	356.151980
0.000195	475.230997
0.000152	346.810026
0.000468	443.780569
0.000910	469.615643
0.000190	310.921507
0.000669	399.380453
0.000450	459.368063
0.000801	314.540569
0.000610	361.019260
0.000424	484.554624
0.000463	415.890422
0.000938	464.670442
0.000913	346.683189
0.000606	324.248672
0.000879	488.207296
0.000323	499.389221
0.000772	358.944282
0.000352	356.254583
0.000312	444.662109
0.000809	477.173926
0.000525	400.678473
0.000364	378.370393
0.000639	478.704432
0.000194	307.356032
0.000732	352.146293
0.000263	496.873233
0.000238	362.511645
0.000522	346.833703
0.000809	415.893165
0.000423	456.813538
0.000627	307.066888
0.000180	418.090396
0.000657	365.741109
0.000297	346.851629
0.000989	313.905483
0.000450	481.545979
0.000351	404.845648
0.000585	409.827815
0.000884	328.886705
0.000812	477.815905
0.000683	410.000691
0.000994	333.640862
0.000221	498.236934
0.000919	353.284256
0.000895	495.226326
0.000891	488.702412
0.000283	405.243498
0.000313	379.466985
0.000516	496.254127
0.000926	332.795690
0.000534	419.627337
0.000680	445.005979
0.000112	444.044904
0.000607	369.031853
0.000280	406.547072
0.000115	418.714557
0.000873	497.232395
0.000669	328.393228
0.000144	357.560227
0.000780	402.991889
0.000389	395.199764
0.000315	398.689952
0.000861	379.229942
0.000915	356.419572
0.000272	329.786543
0.000854	434.712458
0.000066	374.252223
0.000634	362.559936
0.000879	453.936334
0.000117	427.402118
0.000922	416.867699
0.000605	483.973585
0.000045	400.963463
0.000035	446.077282
0.000127	319.618952
0.000865	398.733178
0.000524	338.488943
0.000188	440.353118
0.000083	309.842057
0.000277	492.603321
0.000101	382.019716
0.000891	415.918613
0.000865	391.103274
0.000288	327.179752
0.000122	359.338565
0.000732	367.085530
0.000242	473.499173
0.000069	432.981961
0.000354	445.919242
0.000423	416.582162
0.000496	456.637548
0.000725	409.348784
0.000922	421.916198
0.000691	337.043647
0.000796	385.646272
0.000837	426.792153
0.000047	470.801690
0.000856	362.970998
0.000403	498.374538
0.000563	479.944453
0.000013	376.131175
0.000785	385.436386
0.000486	337.722647
0.000332	465.031264
0.000524	485.143672
0.000796	424.286893
0.000669	396.595165
0.000815	408.043959
0.000940	414.503794
0.000604	355.130743
0.000440	310.573034
0.000740	473.989883
0.000254	442.313677
0.000400	360.057468
0.000783	492.564480
0.000715	346.765996
0.000667	408.434689
0.000367	436.810722
0.000179	372.144368
0.000443	352.789672
0.000814	410.968257
0.000151	307.250501
0.000021	467.049862
0.000809	375.587882
0.000353	389.278312
0.000221	418.664047
0.000811	461.609788
0.000104	417.019162
0.000253	495.343162
0.000805	308.607103
0.000305	308.880728
0.000702	497.695944
0.000679	477.521168
0.000281	418.580276
0.000195	303.253486
0.000270	379.714470
0.000159	418.017138
0.000261	427.152790
0.000116	301.858615
0.000548	448.457518
0.000660	450.147627
0.000441	437.960654
0.000489	413.288967
0.000952	404.001034
0.000198	424.070447
0.000837	389.561739
0.000299	479.958845
0.000643	466.796225
0.000481	346.610530
0.000061	317.771262
0.000483	435.229414
0.000638	382.061944
0.000385	374.877308
0.000262	394.897642
0.000608	386.602597
0.000417	352.243495
0.000364	372.504719
0.000050	370.010076
0.000505	318.273619
0.000620	448.958308
0.000947	332.322682
0.000746	364.230080
0.000885	333.854014
0.000450	436.898641
0.000577	402.068285
0.000622	461.342960
0.000239	400.227633
0.000130	483.428436
0.000254	309.656608
0.000232	494.990879
0.000250	402.031107
0.000205	428.607208
0.000789	407.005361
0.000465	463.568509
0.000080	352.221812
0.000056	338.301762
0.000648	486.329206
0.000119	379.615587
0.000498	479.152267
0.000619	457.459411
0.000227	342.584243
0.000962	464.473953
0.000750	321.976495
0.000388	382.368872
0.000294	375.058383
0.000898	374.618261
0.000386	375.744172
0.000012	358.612504
0.000134	452.417361
0.000632	355.946119
0.000552	396.175705
0.000253	408.289325
0.000397	310.578499
0.000174	310.198011
0.000763	348.186231
0.000793	460.436961
0.000478	341.330381
0.000086	482.240992
0.000618	475.983676
0.000972	454.504932
0.000501	425.878096
0.000476	443.440976
0.000999	388.578355
0.000717	479.259808
0.000470	445.541579
0.000019	418.889850
0.000515	320.043061
0.000697	362.663357
0.000075	471.195328
0.000082	389.813459
0.000624	432.045771
0.000413	397.374804
0.000419	305.422492
0.000540	424.817822
0.000075	316.271488
0.000570	342.467084
0.000831	308.983665
0.000296	439.157321
0.000644	395.809032
0.000138	487.751688
0.000845	427.104936
0.000824	371.391762
0.000753	345.248680
0.000917	352.756457
0.000451	404.262350
0.000706	338.740624
0.000676	412.144334
0.000407	429.270781
0.000910	420.546484
0.000861	406.201913
0.000235	391.185612
0.000565	492.831677
0.000500	303.268892
0.000948	489.218823
0.000016	482.140645
0.000310	492.760208
0.000966	368.756885
0.000848	470.586590
0.000099	448.519016
0.000042	408.403664
0.000909	310.083419
0.000554	422.568111
0.000842	461.659303
0.000313	455.416723
0.000520	474.438937
0.000195	317.854524
0.000013	378.691280
0.000947	447.980823
0.000534	405.554016
0.000100	477.330795
0.000451	350.238306
0.000749	392.763754
0.000532	345.884422
0.000928	432.522110
0.000395	397.120016
0.000160	419.207205
0.000846	455.385879
0.000164	418.392697
0.000854	497.458008
0.000843	324.405799
0.000484	434.533791
0.000774	493.742578
0.000845	413.233138
0.000400	412.973191
0.000560	351.929322
0.000517	403.950316
0.000292	383.717017
0.000922	346.812823
0.000403	492.916363
0.000909	306.193065
0.000484	440.497515
0.000409	337.320102
0.000699	345.370615
0.000840	455.001761
0.000191	376.119963
0.000866	394.635825
0.000617	349.504191
0.000442	391.299454
0.000654	415.644413
0.000118	336.605474
0.000712	410.524651
0.000103	419.431687
0.000567	319.851672
0.000737	321.929260
0.000919	333.870138
0.000880	495.472675
0.000370	369.641268
0.000709	490.965610
0.000381	374.469824
0.000445	367.191547
0.000232	431.729029
0.000584	461.641811
0.000014	388.289526
0.000409	476.435065
0.000383	411.910895
0.000144	310.193091
0.000740	492.904837
0.000325	342.441708
0.000383	451.176148
0.000989	420.557105
0.000623	353.297855
0.000404	319.747697
0.000232	466.395811
0.000966	414.008724
0.000145	350.338381
0.000401	301.022709
0.000532	495.455477
0.000101	387.348305
0.000581	331.413979
0.000104	421.916379
0.000596	412.086128
0.000478	478.708580
0.000816	449.571192
0.000574	372.084972
0.000211	371.055865
0.000431	323.084044
0.000433	355.456495
0.000871	405.143858
0.000747	430.908977
0.000397	368.472807
0.000166	467.652677
0.000542	400.613712
0.000020	305.632468
0.000120	422.150580
0.000634	303.782827
0.000485	425.077088
0.000995	341.691310
0.000659	326.061464
0.000972	394.227795
0.000881	494.798937
0.000705	428.571552
0.000083	355.464904
0.000442	459.921686
0.000001	470.342509
0.000679	441.394363
0.000775	360.264395
0.000912	450.655313
0.000354	329.537939
0.000544	353.066484
0.000653	302.892840
0.000178	382.948428
0.000985	377.753605
0.000003	306.507489
0.000196	486.989724
0.000468	441.706383
0.000557	489.132665
0.000254	321.783913
0.000995	313.443207
0.000447	345.561701
0.000055	415.792883
0.000696	472.311425
0.000238	383.766999
0.000300	401.986096
0.000256	484.797901
0.000087	400.466147
0.000567	327.650944
0.000266	358.391833
0.000032	423.801730
0.000640	318.395989
0.000601	431.323021
0.000191	415.777032
0.000688	363.745330
0.000310	398.860814
0.000426	441.647527
0.000382	497.105103
0.000625	435.293257
0.000785	438.108510
0.000595	468.166575
0.000652	422.540651
0.000589	347.011065
0.000159	489.735514
0.000042	499.218730
0.000137	381.741612
0.000283	336.451564
0.000757	438.441229
0.000415	326.110443
0.000146	353.079129
0.000734	301.123714
0.000670	396.996595
0.000635	490.339071
0.000543	359.739951
0.000252	422.535851
0.000074	438.342293
0.000387	400.457782
0.000955	380.567042
0.000024	475.944850
0.000591	476.973436
0.000884	326.706648
0.000582	341.219301
0.000716	423.278955
0.000717	385.404595
0.000379	468.038643
0.000154	303.307873
0.000158	454.903095
0.000463	375.919830
0.000035	302.463512
0.000726	420.626879
0.000752	366.194400
0.000451	450.539276
0.000287	422.559260
0.000142	301.854266
0.000494	499.375414
0.000365	478.885044
0.000781	308.151895
0.000139	447.367680
0.000746	352.090303
0.000621	477.835333
0.000908	484.825005
0.000718	326.164854
0.000118	326.923398
0.000871	422.279106
0.000066	325.103147
0.000001	470.141231
0.000307	396.337245
0.000396	305.720413
0.000286	375.031499
0.000649	476.486809
0.000260	354.565313
0.000986	309.974956
0.000673	387.519721
0.000667	477.046169
0.000789	333.100533
0.000069	311.036042
0.000243	396.327778
0.000510	490.664817
0.000866	412.260630
0.000997	422.503197
0.000610	442.132252
0.000023	475.257233
0.000906	384.963398
0.000787	305.350304
0.000509	415.990264
0.000755	376.116501
0.000611	486.528846
0.000422	438.828335
0.000247	336.772420
0.000206	415.604300
0.000324	473.609184
0.000357	474.802162
0.000408	331.206680
0.000514	301.503467
0.000909	466.579837
0.000117	463.711467
0.000180	357.323718
0.000469	348.087625
0.000312	403.992127
0.000932	334.313611
0.000878	389.912578
0.000989	310.397749
0.000194	496.959532
0.000819	414.777955
0.000614	423.980494
0.000235	447.862922
0.000792	338.528984
0.000433	491.390456
0.000130	378.758783
0.000570	442.857800
0.000128	308.768976
0.000218	332.079173
0.000468	400.432484
0.000490	460.861390
0.000193	398.904468
0.000120	400.882907
0.000676	314.377762
0.000990	388.532619
0.000657	446.666180
0.000226	466.701460
0.000828	317.597055
0.000373	392.194237
0.000697	413.286511
0.000645	405.809360
0.000025	432.977151
0.000298	456.002923
0.000906	458.274799
0.000658	451.086116
0.000302	320.266037
0.000581	483.492255
0.000371	498.043366
0.000169	393.152124
0.000041	341.747150
0.000982	388.227256
0.000585	456.249479
0.000618	496.064944
0.000280	316.411781
0.000902	322.940763
0.000440	369.883396
0.000243	418.988012
0.000043	427.589725
0.000122	350.816111
0.000497	307.510441
0.000701	333.422462
0.000323	394.002399
0.000013	433.294688
0.000651	320.488157
0.000190	498.601280
0.000520	442.633170
0.000926	369.105884
0.000468	369.773267
0.000868	441.744843
0.000422	449.078215
0.000888	488.955532
0.000371	460.173230
0.000132	329.844257
0.000429	434.771211
0.000390	332.966824
0.000983	495.553366
0.000980	477.727375
0.000307	451.923133
0.000932	417.529561
0.000799	453.741605
0.000937	413.500416
0.000619	322.254740
0.000368	420.239128
0.000409	399.802719
0.000720	367.968528
0.000633	432.182958
0.000574	319.974433
0.000814	365.180086
0.000146	472.401544
0.000266	314.573041
0.000374	335.087005
0.000103	450.452750
0.000739	478.110762
0.000326	362.686009
0.000595	427.617608
0.000892	420.073328
0.000288	335.464457
0.000742	405.570527
0.000477	304.057951
0.000415	424.620851
0.000828	348.644190
0.000524	317.873798
0.000476	325.899497
0.000861	402.174862
0.000131	389.637276
0.000125	494.398754
0.000132	468.990466
0.000653	492.463730
0.000978	479.268068
0.000589	315.174150
0.000417	398.802440
0.000009	453.086741
0.000896	309.723015
0.000975	433.169524
0.000991	367.385488
0.000922	358.187486
0.000182	471.578489
0.000562	438.603003
0.000500	485.768290
0.000864	403.169727
0.000369	458.639232
0.000904	369.350837
0.000615	465.350787
0.000772	467.248859
0.000732	434.140322
0.000974	318.227061
0.000791	359.584681
0.000460	383.988180
0.000765	416.898622
0.000972	455.836166
0.000256	345.789174
0.000916	304.711072
0.000335	489.904353
0.000181	439.978850
0.000434	431.762918
0.000761	488.676301
0.000916	351.688970
0.000502	420.970261
0.000375	498.149818
0.000772	413.927130
0.000190	454.894986
0.000477	491.541297
0.000581	455.453516
0.000857	427.424797
0.000671	461.877840
0.000193	442.863064
0.000934	424.032998
0.000599	498.213147
0.000654	307.611438
0.000375	337.044356
0.000328	305.998896
0.000032	473.708949
0.000438	308.384649
0.000821	382.812228
0.000652	324.211307
0.000994	351.589611
0.000600	353.615520
0.000519	449.483304
0.000072	442.180603
0.000663	379.239148
0.000410	402.038881
0.000260	479.264469
0.000764	354.796249
0.000881	426.642876
0.000548	426.252049
0.000451	485.057381
0.000935	495.666007
0.000083	385.261955
0.000368	309.808875
0.000033	447.380322
0.000046	346.756075
0.000641	334.010943
0.000510	411.007416
0.000562	318.539481
0.000281	357.342344
0.000679	371.130120
0.000627	326.928887
0.000709	488.751715
0.000615	473.942408
0.000450	347.221747
0.000727	430.066419
0.000985	479.952712
0.000534	489.830286
0.000780	341.090022
0.000992	437.056200
0.000637	340.997126
0.000273	451.489742
0.000603	395.340691
0.000636	356.681059
0.000911	479.987546
0.000616	307.271305
0.000944	309.354698
0.000256	383.449048
0.000198	387.491132
0.000444	322.850780
0.000877	383.360552
0.000348	368.121221
0.000108	496.790479
0.000765	330.559829
0.000896	413.075102
0.000189	312.876436
0.000674	485.069374
0.000516	497.302763
0.000862	427.740436
0.000298	387.067460
0.000303	331.068330
0.000221	332.745205
0.000140	467.501960
0.000959	362.589103
0.000681	358.612484
0.000805	377.689350
0.000536	357.408421
0.000821	440.309734
0.000262	453.453563
0.000696	314.469145
0.000851	469.697738
0.000087	465.334701
0.000966	457.050738
0.000701	454.673305
0.000076	494.370505
0.000943	321.842766
0.000962	442.103477
0.000389	384.139441
0.000577	359.887832
0.000817	480.410320
0.000077	419.824339
0.000865	392.812489
0.000181	391.880813
0.000835	403.324231
0.000841	467.130629
0.000509	455.034703
0.000520	327.097674
0.000367	334.673879
0.000924	340.897632
0.000700	496.880612
0.000991	360.008270
0.000969	387.344696
0.000093	330.841182
0.000371	371.663190
0.000530	450.416332
0.000081	345.442890
0.000704	485.717053
0.000347	464.985348
0.000112	491.768834
0.000942	459.240186
0.000207	479.607294
0.000010	451.572065
0.000869	302.363170
0.000679	313.509445
0.000172	343.896587
0.000177	498.989070
0.000896	487.843506
0.000081	466.522576
0.000072	372.458820
0.000023	372.295700
0.000573	469.592381
0.000325	339.987711
0.000525	394.425158
0.000402	356.113914
0.000629	373.394286
0.000632	310.726634
0.000343	396.891002
0.000957	418.983771
0.000333	394.626182
